NB;NAME;NAME_MOD;COUNTRY;LATITUDE;LONGITUDE;FOUNDATION;Mi;My;Pn;AUTH_ANC;AUTH_MOD;DOC1_Papers;DOC2_papers;DOC3_www;DOC4_www;WIKIPEDIA;PLEIADES;DARE;TRISMEGISTOS;TOPOSText;AM;PP;RE;SI;SU;PS;BW;QU;PL;MO;CN;SL;SH;SY;EX;LK;PH;HO;VM;FT;FP;QR;FO;SW
3125;Atarneus ;Kale Tepe, near Dikili;TR: West;39,09140;26,92130;-750;;X?;;"Scylax, Peripl ; EA 14, Lex Portorii Asiae";Hansen;Külzer (2021);;;;https://en.wikipedia.org/wiki/Atarneus;http://pleiades.stoa.org/places/550469;http://imperium.ahlfeldt.se/places/29507;https://www.trismegistos.org/place/58870;https://topostext.org/place/391269PAta;a;;;X;;;;;;;;;;;;;;;;;;;;
3126;Port of Canae, Kanai, Kane Prom.;Karadag, near Bademli, island now connected to mainland;TR: West;39,03950;26,81210; ;;;;Livy, Hist, 37, 45 & 37, 12;Huissen;Seeliger (2016);Feuser (2021);Pirson (2015);https://www.nationalgeographic.fr/histoire/une-ile-perdue-de-la-grece-antique-ete-retrouvee-dans-la-mer-egee;https://en.wikipedia.org/wiki/Canae;http://pleiades.stoa.org/places/550618;http://imperium.ahlfeldt.se/places/41125;https://www.trismegistos.org/place/55738;https://topostext.org/place/390268UKan;a;;rs;;;X;X;X;;;;;;;;X;;;;;;;;
3127;Arginusa insulae, îles Arginuses;Isles of Kalem, Garip, near Bademli (the third island being Karadag, now connected to mainland near Kane);TR: West;39,00527;26,79037;-550;;;;Thucydides, Pelop, 8, 101;Cohen, Flemming, Mauro;;;;;https://en.wikipedia.org/wiki/Arginusae;http://pleiades.stoa.org/places/550449;http://imperium.ahlfeldt.se/places/41124;https://www.trismegistos.org/place/60957;https://topostext.org/place/390268IArg;a;;;;;X;;;;;;;;;;;;;;;;;;
3128;Elaioussa insula;Roman villa on Kizkulesi Mardalic Adasi;TR: West;38,92270;26,81200;-330;;;;;;Laufer (2016);Pirson (2015);;;https://en.wikipedia.org/wiki/Mardali%C3%A7_Island;http://pleiades.stoa.org/places/550524;http://imperium.ahlfeldt.se/places/43497;;;m;;;;;X;;;;;;;;;;;;;X;;;;;
3129;Aternaeus sub Pitanem ;near Denizköy;TR: West;38,92570;26,85060;-330;;;;;Flemming;;;;;;http://pleiades.stoa.org/places/550470;http://imperium.ahlfeldt.se/places/29508;;;m;;;;;;;;;;;;;;;;;;;;;;;
3130;Pitane, main West port;Chandarli West;TR: West;38,93024;26,93221;-750;;;;"Scylax, Peripl ; Strabo, Geogr, 13, 1 ; Plutarch, Lucullus, 5-6 ; Stephanus, Ethnica ; EA 14, Lex Portorii Asiae ";Lehmann, Mauro, Huissen, Hansen;Feuser (2021);Pirson (2015);;;https://en.wikipedia.org/wiki/Pitane_(Aeolis);http://pleiades.stoa.org/places/550833;http://imperium.ahlfeldt.se/places/21427;https://www.trismegistos.org/place/33623;https://topostext.org/place/389269PPit;a;;rs;;;X;X;X?;;;;;;;;;;;;;;;;
3131;Pitane, beaching on east side of peninsula, near outlet of R Kaikos, Caicus;Chandarli East, near outlet of R Bakircay;TR: West;38,93250;26,93700;-1500;;X;;"Scylax, Peripl ; Strabo, Geogr, 13, 1 ; Plutarch, Lucullus, 5-6 ; Stephanus, Ethnica";Lehmann, Hansen;Feuser (2021);;;;https://en.wikipedia.org/wiki/Pitane_(Aeolis);http://pleiades.stoa.org/places/550833;http://imperium.ahlfeldt.se/places/21427;https://www.trismegistos.org/place/33623;https://topostext.org/place/389269PPit;a;;;;;X;;;;;;;;;;;;;;;;;;
3132;Port of Elea, Elaia, Elee, near R Kaïkos, Caicus, Astraeus, port of Pergamon, Pergamos, Bergama;Naval base and commercial port at Kazikbaglar, on R Bakircay, R Aksu;TR: West;38,94270;27,03870;-750;;;;"EA 14, Lex Portorii Asiae ; Scylax, Peripl ; Strabo, Geogr, 13, 1 & 3 ; Plutarch, Lucullus, 7 ; Livy, Hist, 36, 43 & 37, 18 & 37, 22 ; Stephanus, Ethnica";Lehmann, Pauly, Flemming, Blackman, Huissen, Hansen;Seeliger (2018);Pirson (2014);Pirson (2015);Feuser (2021);https://en.wikipedia.org/wiki/Elaea_(Aeolis);http://pleiades.stoa.org/places/550523;http://imperium.ahlfeldt.se/places/21544;https://www.trismegistos.org/place/620;https://topostext.org/place/389271UEla;a;;r;X;;X;X;;;;;X?;X?;X;X;X?;;;;;;;;
3133;Grynia, Gryneion ;disappeared city near Yenisakran;TR: West;38,87600;27,06220;-330;;;;"Scylax, Peripl ; Pliny, Hist Nat, 5, 32";Flemming, Mauro, Hansen;;;;;https://en.wikipedia.org/wiki/Gryneium;http://pleiades.stoa.org/places/550555;http://imperium.ahlfeldt.se/places/29540;https://www.trismegistos.org/place/33622;https://topostext.org/place/389271UGry;a;;;;;;;;;;;;;;;;;;;;;;;
3134;Achaion Limen, port of the Achaeans ;Caltilidere;TR: West;38,86221;27,03245;-330;;;;Strabo, Geogr, 13, 3;Pauly;;;;;https://en.wikipedia.org/wiki/Achaion_Limen;http://pleiades.stoa.org/places/550399;http://imperium.ahlfeldt.se/places/29488;https://www.trismegistos.org/place/60956;https://topostext.org/place/389270UAcL;a;;;;;X;;;;;;;;;;;;;;;;;;
3135;Myrina, Myrine, maritime port;north of Aliaga;TR: West;38,84840;26,98366;-750;;;;"Scylax, Peripl ; Strabo, Geogr, 13, 3 ; EA 14, Lex Portorii Asiae ";Lehmann, Flemming, Hansen;;;http://www.louvre.fr/myrina;;https://en.wikipedia.org/wiki/Myrina_(Aeolis);http://pleiades.stoa.org/places/550756;http://imperium.ahlfeldt.se/places/23582;https://www.trismegistos.org/place/16536;https://topostext.org/place/388270PMyr;a;;r;;;;X;X;;X;;;;;;;;;;;;;;
3136;Myrina, Myrine, river port on R Piticos;north of Aliaga, on R Güzelhisar;TR: West;38,84440;26,98050;-750;;;;"Scylax, Peripl ; Strabo, Geogr, 13, 3";Lehmann, Flemming, Mauro;;;http://www.louvre.fr/myrina;;https://en.wikipedia.org/wiki/Myrina_(Aeolis);http://pleiades.stoa.org/places/550757;http://imperium.ahlfeldt.se/places/23582;https://www.trismegistos.org/place/16536;https://topostext.org/place/388270PMyr;a;;r;;;X;;X;;;;;;;;;;;;;;;;
3137;Kyme, Cyme Phrikonis, Syme ;Nemrut Limani, south of Aliaga;TR: West;38,75940;26,93620;-750;;;;"Hesiod, Travaux, Navigation ; Thucydides, Pelop, 8, 31 ; Scylax, Peripl ; Strabo, Geogr, 13, 3 ; EA 14, Lex Portorii Asiae ";Lehmann, Flemming, Blackman, Mauro, Oleson, Hansen;;;;;https://en.wikipedia.org/wiki/Cyme_(Aeolis);http://pleiades.stoa.org/places/550506;http://imperium.ahlfeldt.se/places/21203;https://www.trismegistos.org/place/16129;https://topostext.org/place/388269UCym;a;;r;;;X;X;;;;;X?;X?;;;;;;;;;;;
3138;Ascanius portus, Ascanian port, Karteris, Carterias? Kyllene?;Yenifoca;TR: West;38,74852;26,84083;-550;;;;"Thucydides, Pelop, 8, 101 ; Pliny, Hist Nat, 5, 32";Mauro, Hansen;;;;;https://en.wikipedia.org/wiki/Yenifo%C3%A7a;http://pleiades.stoa.org/places/550674;http://imperium.ahlfeldt.se/places/29078;;;a;;;;;X;;;;;;;;;;;;;;;;;;
3139;Phokia, Phokaia, Phocaea, Phocee, Focae, Lamptera;Eskiföca, Foca near Izmir;TR: West;38,67017;26,75426;-1500;;X;;"Thucydides, Pelop, 8, 31 ; Xenophon, Helleniques, 1, 6 ; Scylax, Peripl ; Livy, Hist, 36, 43 & 37, 31 ; Plutarch, Lysandre, 5 ; Antonine, Itin Mar ; EA 14, Lex Portorii Asiae ";Lehmann, Flemming, Mauro, Hansen;;;;;https://en.wikipedia.org/wiki/Phocaea;http://pleiades.stoa.org/places/550823;http://imperium.ahlfeldt.se/places/21202;https://www.trismegistos.org/place/1792;https://topostext.org/place/387268UPho;a;;;;;X;;;;;;;;;;;;;;;;;;
3140;Phokia, Phokaia, Phocaea, Phocee, Focae, Naustathmos;Eskiföca, Foca near Izmir;TR: West;38,66610;26,75190;-750;;;;"Xenophon, Helleniques, 1, 6 ; Scylax, Peripl ; Livy, Hist, 36, 43 & 37, 31 ; Plutarch, Lysandre, 5 ; Antonine, Itin Mar ; EA 14, Lex Portorii Asiae ";Lehmann, Flemming, Mauro, Hansen;;;;;https://en.wikipedia.org/wiki/Phocaea;http://pleiades.stoa.org/places/550824;http://imperium.ahlfeldt.se/places/21202;;;a;;;;;X;;;;;;;;;;;;;;;;;;
3141;Leukai, Leucae, Leuce, Leuces insula, at outlet of R Hermeios, Hermos;island Kus Cenneti, at Uc Tepeler, now connected to the continent, on R Gediz;TR: West;38,54660;26,85600;-550;;;;"Scylax, Peripl ; Antonine, Itin Mar";Lehmann, Flemming, Mauro, Hansen;;;;;https://en.wikipedia.org/wiki/Leucae_(Ionia);http://pleiades.stoa.org/places/550697;http://imperium.ahlfeldt.se/places/29088;https://www.trismegistos.org/place/16237;https://topostext.org/place/385269PLeu;a;;;X;;;;;;;;;;;;;;;;;;;;
3141,1;insula, at outlet of R Hermeios, Hermos;Panaztepe, ancient island now connected to the continent, on R Gediz;TR: West;38,62180;26,94040;-1500;;X;;;;;;http://www.izmirmuzesi.gov.tr/antik-yerlesim-alanlari-panaztepe.aspx;;;;;;;m;;;X;;;;;;;;;;;;;;;;;;;;
3141,2;Larissa, Larisa Phrikonis, on R Hermeios, Hermos;Buruncuk, on R Gediz;TR: West;38,66700;27,02900;-2500;;X;;;Hansen;;;;;https://en.wikipedia.org/wiki/Larissa_Phrikonis;http://pleiades.stoa.org/places/550683;http://imperium.ahlfeldt.se/places/29083;https://www.trismegistos.org/place/33624;https://topostext.org/place/387270ULar;m;;;X;;;;;;;;;;;;;;;;;;;;
3141,3;Neon Teichos, Neonteikhos, on R Hermeios, Hermos;Yanikköy, on R Gediz;TR: West;38,65950;27,09180;-750;;;;;Hansen;Mendez (2005);;;;https://en.wikipedia.org/wiki/Neonteichos;http://pleiades.stoa.org/places/550773;http://imperium.ahlfeldt.se/places/29115;https://www.trismegistos.org/place/1440;https://topostext.org/place/387270UNeo;m;;;X;;;;;;;;;;;;;;;;;;;;
3141,4;Herakleia in Lydia, Herakleia ad Sipylum, on R Hermeios, Hermos;Emiralem, on R Gediz;TR: West;38,61490;27,16930;-550;;;;;Hansen;;;;;https://en.wikipedia.org/wiki/Heraclea_(Lydia);http://pleiades.stoa.org/places/550570;http://imperium.ahlfeldt.se/places/29043;https://www.trismegistos.org/place/58931;https://topostext.org/place/386272PHer;m;;;X;;;;;;;;;;;;;;;;;;;;
3141,5;Sillyos, on former course of R Hermeios, Hermos;Cigli?;TR: West;38,50500;27,06280;300;;;;;;;;;;https://en.wikipedia.org/wiki/Sillyos;http://pleiades.stoa.org/places/550882;http://imperium.ahlfeldt.se/places/27362;;;m;;;X;;;;;;;;;;;;;;;;;;;;
3142;Palaia Smyrna, Naulochon, on R Meles;Bayrakli, Izmir, on R Bornova Cayi, Meles Cayi;TR: West;38,46330;27,17070;-1500;;X;;"Scylax, Peripl ; Strabo, Geogr, 14, 1";Lehmann, Flemming, Mauro ;Kayan (2013);Külzer (2016);Mauro (2022);https://topostext.org/place/385272WMel;https://en.wikipedia.org/wiki/Naulochon;http://pleiades.stoa.org/places/550771;http://imperium.ahlfeldt.se/places/29113;https://www.trismegistos.org/place/41382;https://topostext.org/place/385272PSmy;a;;;X;-0,8;;;;;;;;;;;X;;;;;;;;
3143;Smyrna, Eurydikeia, near Pagos Mons;Konak, Izmir, near Mount Kadifekale, with ancient lighthouse;TR: West;38,41980;27,13360;-330;;;;"EA 14, Lex Portorii Asiae ; Aristides, Orations, 17-18 & 21";Cohen, Flemming, Christiansen, Trethewey, Hansen;Mauro (2022);;;;https://en.wikipedia.org/wiki/Smyrna;http://pleiades.stoa.org/places/550893;http://imperium.ahlfeldt.se/places/21157;https://www.trismegistos.org/place/2154;https://topostext.org/place/384271PSmy;a;;;X;;X;;;;;;;;;;X?;X;;;;;;;
3144;Port of Klazomenai, Clazomenae, Clazomenes, Chyton, Chytrion;Liman Tepe, near Urla Iskele;TR: West;38,36431;26,77518;-3000;X?;X;;"Xenophon, Helleniques, 1, 1 ; Scylax, Peripl";Lehmann, Flemming, Mauro, Hansen, Botte;Sahoglu (2011);Votruba (2016);;;https://en.wikipedia.org/wiki/Klazomenai;http://pleiades.stoa.org/places/550839;http://imperium.ahlfeldt.se/places/27349;https://www.trismegistos.org/place/34304;https://topostext.org/place/384268PKla;a;;rs;;-1,7;X;X;X;;;;;;;;X?;;;;;X;;;
3145;Port of Klazomenai, Clazomenae, Clazomenes;Karantina island, near Urla Iskele;TR: West;38,37289;26,78399;-750;;;;"Xenophon, Helleniques, 1, 2 ; Scylax, Peripl";Lehmann, Flemming, Hansen;Goodman (2008);Erkanal (2014);;;https://en.wikipedia.org/wiki/Klazomenai;http://pleiades.stoa.org/places/550650;http://imperium.ahlfeldt.se/places/21171;;;a;;rs;;;X;X;;;;;;;;;;;;;;;;;
3145,1;;Dubatepe;TR: West;38,38340;26,76080;-750;;;;;;Koparal (2009);;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;
3145,2;Marathussa insula;Yassica Ada island;TR: West;38,40600;26,79550;;;;;Thucydides, Pelop, 8, 31;;;;;;;http://pleiades.stoa.org/places/550721;http://imperium.ahlfeldt.se/places/43488;;;a;;;;;X;;;;;;;;;;;;;;;;;;
3145,3;Pele insula;Hekim Adasi island;TR: West;38,44400;26,76600;;;;;Thucydides, Pelop, 8, 31;;;;;;;http://pleiades.stoa.org/places/550807;http://imperium.ahlfeldt.se/places/43487;;;a;;;;;X;;;;;;;;;;;;;;;;;;
3145,4;Drymussa insula;Uzun Ada island;TR: West;38,46800;26,71400;;;;;Thucydides, Pelop, 8, 31;;;;;;;http://pleiades.stoa.org/places/550521;http://imperium.ahlfeldt.se/places/43486;;;a;;;;;X;;;;;;;;;;;;;;;;;;
3146;Hypokremnos ;Cinderesi Kalesi, Gülbahce;TR: West;38,35330;26,63690;-750;;;;;;Koparal (2009);;;;https://en.wikipedia.org/wiki/Hypokremnos;http://pleiades.stoa.org/places/550586;http://imperium.ahlfeldt.se/places/29049;https://www.trismegistos.org/place/60933;https://topostext.org/place/383266UHyp;m;;;;;X;;;;;;;;;;;;;;;;;;
3147;Polichna ;Balikliova?;TR: West;38,42910;26,57720;-550;;;;;Hansen;;;;;https://en.wikipedia.org/wiki/Polichna_(Ionia);http://pleiades.stoa.org/places/550838;http://imperium.ahlfeldt.se/places/27348;https://www.trismegistos.org/place/60935;https://topostext.org/place/384266UPol;m;;;;;X;;;;;;;;;;;;;;;;;;
3147,1;Sidousa insula?;Buyuk Ada, in front of Karaburun;TR: West;38,65890;26,51550;;;;;;Hansen;;;;;https://en.wikipedia.org/wiki/B%C3%BCy%C3%BCk_Ada;http://pleiades.stoa.org/places/550876;http://imperium.ahlfeldt.se/places/41130;https://www.trismegistos.org/place/60939;https://topostext.org/place/387265ISid;m;;;;;;;;;;;;;;;;;;;;;;;
3148;Kybeleia ;Badembükü? near Parlak;TR: West;38,61060;26,35810;-750;;;;;;;;;;https://en.wikipedia.org/wiki/Cybeleia;http://pleiades.stoa.org/places/550673;http://imperium.ahlfeldt.se/places/29077;https://www.trismegistos.org/place/60937;https://topostext.org/place/386264UKyb;m;;;;;;;;;;;;;;;;;;;;;;;
3149;Helos, Boutheia?;near Kücükbahce;TR: West;38,55799;26,36618;-550;;;;;;;;;https://en.wikipedia.org/wiki/Boutheia;https://en.wikipedia.org/wiki/Helos_(Ionia);http://pleiades.stoa.org/places/550568;http://imperium.ahlfeldt.se/places/29042;;;m;;;;;;;;;;;;;;;;;;;;;;;
3150;Phoenicous, Phaenikunte, port of the Phenicians ;Egri Liman?;TR: West;38,53836;26,37897; ;;;;"Thucydides, Pelop, 8, 34 ; Livy, Hist, 36, 45 & 37, 16";Tardieu, Mauro;;;;;https://en.wikipedia.org/wiki/Phoenicus_(Ionia);;;;;a;;;;;X;;;;;;;;;;;;;;;;;;
3151;Pteleon ;near Karareis;TR: West;38,47540;26,42000;-550;;;;;Hansen;;;;;https://en.wikipedia.org/wiki/Pteleum_(Ionia);http://pleiades.stoa.org/places/550847;http://imperium.ahlfeldt.se/places/27353;https://www.trismegistos.org/place/60936;https://topostext.org/place/385264PPte;m;;;;;X;;;;;;;;;;;;;;;;;;
3152;Erythrai, Erythras, Erythres ;Ildir, in front of Chios;TR: West;38,38080;26,48110;-550;;;;"Strabo, Geogr, 14, 1 ; Scylax, Peripl ; EA 14, Lex Portorii Asiae ; Livy, Hist, 37, 12";Pauly, Lehmann, Flemming, Mauro, Hansen;;;;;https://en.wikipedia.org/wiki/Erythrae;http://pleiades.stoa.org/places/550535;http://imperium.ahlfeldt.se/places/21201;https://www.trismegistos.org/place/16207;https://topostext.org/place/384265PEry;a;;rs;;-3,0;X;X;;;;;;;;;X?;;;;;;;;
3152,1;;Yali;TR: West;38,33530;26,42330;;;;;;Flemming;;;;;;;;;;m;;;;-0,5;;;;;;;;;;;;;;;;;;;
3153;;Dalyanköy;TR: West;38,35329;26,31260; ;;;;;AdG;;;;;;;;;;m;p;;;;X;;;;;;;;;;;;;;;;;;
3154;Boutheia, Minoan colony;Cesme-Baglararasi;TR: West;38,32720;26,30720;-1500;X;;;;Flemming, Hansen;Erkanal (2009);Sahoglu (2015);Sheppard Baird (2011);;https://en.wikipedia.org/wiki/Boutheia;http://pleiades.stoa.org/places/550488;http://imperium.ahlfeldt.se/places/29516;https://www.trismegistos.org/place/61472;https://topostext.org/place/386264UBou;m;;;;-2,0;X;;;;;;;;;;;;;;;;;;
3155;Cissous, Cissus ;near the cape;TR: West;38,28871;26,24889; ;;;;Livy, Hist, 36, 43;Tardieu;;;;;;;;;;a;;;;-1,0;X;;;;;;;;;;;;;;;;;;
3155,1;Arginon, Arginus Prom.;near Altinkum Pirlanta Sitesi?;TR: West;38,26000;26,24000;;;;;Thucydides, Pelop, 8, 34;Famous Kizilburun Greek shipwreck;;;https://www.amazon.com/8th-Book-Thucydides-History/dp/1231892838;;;;;;;a;;;;;X;;;;;;;;;;;;;;;;;;X
3156;Embaton, Embata;Alacati, inside Agrilar Limani;TR: West;38,25000;26,38000;-550;;;;Thucydides, Pelop, 3, 29;;;;;;https://en.wikipedia.org/wiki/Embatum;http://pleiades.stoa.org/places/550528;http://imperium.ahlfeldt.se/places/29530;https://www.trismegistos.org/place/60932;https://topostext.org/place/383264UEmb;a;p;;;;X;;;;;;;;;;;;;;;;;;
3157;Port of Mount Corycus, Korykos, Erythras?;Nergiz Köyü near Cape Koraka Burun;TR: West;38,16955;26,51828;-30;;;;"Thucydides, Pelop, 8, 14-33 ; Livy, Hist, 36, 43 & 37, 12-13";Tardieu, Flemming;;;;;https://en.wikipedia.org/wiki/Erythras_(Ionia);http://pleiades.stoa.org/places/550536;http://imperium.ahlfeldt.se/places/29533;https://www.trismegistos.org/place/60930;https://topostext.org/place/382265UEry;a;;r;;;;X;;;;;;;;;;;;;;;;;
3158;Kasystes, Casystes ;Kirkdilim Köyü near Cape Koraka Burun;TR: West;38,14840;26,55690;-30;;;;Strabo, Geogr, 14, 1;Tardieu, famous Greek 5th c. BC shipwreck at Tektas Adacik islet;Carlson (2013);;;;https://en.wikipedia.org/wiki/Casystes;http://pleiades.stoa.org/places/550628;http://imperium.ahlfeldt.se/places/29063;https://www.trismegistos.org/place/60929;https://topostext.org/place/381266UKas;a;;;;;;;;;;;;;;;;;;;;;;;X
3159;;Gökkovar Limani, Kokar;TR: West;38,13754;26,60701; ;;;;;AdG;;;;;;;;;;m;p;;;;X;;;;;;;;;;;;;;;;;;
3160;Aerae ;Airai near Demircili;TR: West;38,20440;26,68590;-550;;;;"Thucydides, Pelop, 8, 19 ; Scylax, Peripl";Flemming, Hansen;;;;;https://en.wikipedia.org/wiki/Airai_(Ionia);http://pleiades.stoa.org/places/550419;http://imperium.ahlfeldt.se/places/29496;https://www.trismegistos.org/place/58775;https://topostext.org/place/382267UAir;a;;;;;X;;;;;;;;;;;;;;;;;;
3161;Portus Gerrhaisticus, Gerraeidae, Cherraedae, Gerai, Gereste ;bay of Sigacik;TR: West;38,19817;26,78340;-330;;;;"Strabo, Geogr, 14, 1 ; Livy, Hist, 37, 27";Lehmann, Tardieu, Mauro;;;;;https://en.wikipedia.org/wiki/S%C4%B1%C4%9Fac%C4%B1k;http://pleiades.stoa.org/places/550550;http://imperium.ahlfeldt.se/places/29538;;;a;p;;;;X;;;;;;;;;;;;;;;;;;
3162;Port of Teos ;Teos Limani, near Akcay;TR: West;38,17112;26,79218;-750;;;;"Thucydides, Pelop, 8, 16 ; Scylax, Peripl ; Strabo, Geogr, 14, 1 ; Livy, Hist, 37, 27 ;  EA 14, Lex Portorii Asiae ; RC 53";Lehmann, Flemming, Blackman, Mauro, Hansen;Kadioglu (2015);;;;https://en.wikipedia.org/wiki/Teos;http://pleiades.stoa.org/places/550913;http://imperium.ahlfeldt.se/places/21169;https://www.trismegistos.org/place/2314;https://topostext.org/place/382268PTeo;a;;r;;-1,0;X;X;;;X;;;;;;;;;;;;;;
3163;Myonnesos, Myonese insula;Cifit Adasi, near Cape Doganbey Burun;TR: West;38,04550;26,85513;-750;;;;"Thucydides, Pelop, 3, 32 ; Livy, Hist, 37, 13 & 37, 27";Hansen;;;;;https://en.wikipedia.org/wiki/C%C4%B1f%C4%B1tkalesi_Islet;http://pleiades.stoa.org/places/599812;http://imperium.ahlfeldt.se/places/41137;https://www.trismegistos.org/place/60927;https://topostext.org/place/380269IMyo;a;;;;;;;;;;;;;;;;;;;;;;;
3164;Macris, Makris ;at Cape Doganbey Burun;TR: West;38,02971;26,86589;-330;;;;Livy, Hist, 37, 28;;;;;;https://en.wikipedia.org/wiki/Do%C4%9Fanbey,_Seferihisar;http://pleiades.stoa.org/places/599781;http://imperium.ahlfeldt.se/places/43433;;;a;;;;;;;;;;;;;;;;;;;;;;;
3165;Aspis insula, Arkonnesos, Ethalia? ;Doganbey Adasi island;TR: West;38,02190;26,88201;-30;;;;Livy, Hist, 37, 13;;;;;;https://en.wikipedia.org/wiki/Do%C4%9Fanbey,_Seferihisar;http://pleiades.stoa.org/places/599532;http://imperium.ahlfeldt.se/places/41138;;;a;;;;;;;;;;;;;;;;;;;;;;;
3166;Lebedos, Lebedus, Ptolemais;Urkmez, Kisikburnu;TR: West;38,07330;26,96730;-750;;;;"Thucydides, Pelop, 8, 19 ; Scylax, Peripl";Cohen, Flemming, Hansen;Külzer (2016);;;;https://en.wikipedia.org/wiki/Lebedus;http://pleiades.stoa.org/places/599754;http://imperium.ahlfeldt.se/places/21477;https://www.trismegistos.org/place/3631;https://topostext.org/place/381270PLeb;a;;;;;;;;;;;;;;;;;;;;;;;
3167;Dioshieron ;Özdere;TR: West;38,02341;27,06460;-550;;;;;Hansen;;;;;https://en.wikipedia.org/wiki/Dios_Hieron_(Ionia);http://pleiades.stoa.org/places/599595;http://imperium.ahlfeldt.se/places/28948;https://www.trismegistos.org/place/34299;;m;;;;;X;;;;;;;;;;;;;;;;;;
3168;Notion, Notium, port of Kolophon, Colophon and of Klaros, near R Hales;Ahmetbeyli, near R Avci Cayi;TR: West;37,99200;27,19400;-1500;;X;;"Thucydides, Pelop, 3, 33-34 ; Xenophon, Helleniques, 1, 2 & 5 ; Scylax, Peripl ; EA 14, Lex Portorii Asiae";Flemming, Mauro, Hansen;;;;https://topostext.org/place/380272WAle;https://en.wikipedia.org/wiki/Notion_(ancient_city);http://pleiades.stoa.org/places/599578;http://imperium.ahlfeldt.se/places/21475;https://www.trismegistos.org/place/33599;https://topostext.org/place/380272PNot;a;;rs;;;X;X;X;;;;;;;;;;;;;;;;
3169;Syrie insula;Korudag Tepe, on R Kücük Menderes;TR: West;37,96750;27,34830;-800;;;;;;Steskal (2014);;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;
3170;Archaic port, sacred port, north of Artemision, Helibaton, Apasa?;Ayasoluk hill, near Selcuk, on R Kücük Menderes;TR: West;37,95000;27,36440;-1500;;X;;"Pliny, Hist Nat, 2, 87 ; Kreophylos quoted by Athenaeus, Banquet des Savants, 8, 62 (361d)";Feuser;Steskal (2014);;;https://en.wikipedia.org/wiki/Temple_of_Artemis;https://en.wikipedia.org/wiki/Temple_of_Artemis;http://pleiades.stoa.org/places/873985034;http://imperium.ahlfeldt.se/places/22847;https://www.trismegistos.org/place/51942;https://topostext.org/place/379274SEph;a;;;X;;;;;;;;;;;;;;;;;;;;
3170,1;;Cukurici Höyük, prehistoric site, near Selcuk;TR: West;37,92915;27,35945;-7000;;;;;;Horejs (2017);;;;https://en.wikipedia.org/wiki/%C3%87ukuri%C3%A7i_H%C3%B6y%C3%BCk;;;;;m;;;X;;;;;;;;;;;;;;;;;;;;
3171;Greek port at Koressos, Corissus, on R Kaystros;North side of Panayirdag hill, near Selcuk, on R Kücük Menderes;TR: West;37,94760;27,34830;-700;;;;"Thucydides, Pelop, 3, 32 ;  Xenophon, Helleniques, 1, 2-5 & 4, 8 ; Scylax, Peripl ; Herodotus, Hist, 5, 100 ; Plutarch, Alcibiade, 36 & Lysandre, 5 ;Stephanus, Ethnica";Mauro, Feuser, Hansen;Steskal (2014);;;;https://en.wikipedia.org/wiki/Ephesus;;;;;a;;;X;;;;;;;;;;;;;;;;;;;;
3172;Hellenistic port of Ephesos, Arsinoe, on R Kaystros;West side of Panayirdag hill, near Selcuk, on R Kücük Menderes;TR: West;37,94100;27,34080;-300;;;;"Livy, Hist, 36, 45 & 37, 11 & 37, 14-15 & 37, 22 & 37, 31 ; Polyaenus, Stratagemes, 4, 7 & 5, 18 ; Strabo, Geogr, 14, 1 ; Diodorus, Hist, 20, 107 ; Frontinus, Start, 3, 9 & 3, 3";Mauro, Feuser;Steskal (2014);;Ladstätter (2016);;https://en.wikipedia.org/wiki/Ephesus;;;;;a;;;X;;;;;;;;;;;;X;;;;;;;;
3173;Roman port of Ephesus, Ephese, at the foot of the Peion, Cheileton hill, on R Kaystros;West side of Panayirdag hill, near Selcuk, on R Kücük Menderes;TR: West;37,94400;27,33200;-130;;;;"Tacitus, Annales, 16, 23 ; Bible, Acts, 18:19 ; Strabo, Geogr, 14, 1 ; Josephus Flavius, Antiquites, 2, 2 ; Plutarch, Sylla, 26 ; Cicero, Atticus 5, 13 ; Xenophon, Ephesian Tale, 1, 10 ; EA 14, Lex Portorii Asiae ; Expositio Totius Mundi ; SEG 19.684 ; Stephanus, Ethnica";Pauly, Lehmann, Cohen, Flemming, Blackman, Feuser, Grimaldi;Steskal (2014);;Bouras (2016);;https://en.wikipedia.org/wiki/Ephesus;http://pleiades.stoa.org/places/599612;http://imperium.ahlfeldt.se/places/21155;https://www.trismegistos.org/place/648;https://topostext.org/place/379273PEph;a;;r;X;;;;X;;;X;;;X;;;;;;;;;;
3174;Panormos, Panorme? on R Kaystros;Canakgöl, near Selcuk, with possible lighthouse on top of hill, on R Kücük Menderes;TR: West;37,94540;27,29540; ;;;;"Strabo, Geogr, 14, 1 ; Livy, Hist, 37, 11";Lehmann, Tardieu, Mauro, Feuser;Steskal (2014);Stock (2013);Külzer (2016);;;http://pleiades.stoa.org/places/599864;;;;a;;;X;;;;;;;;;;;;;;;;;;;;
